Name,Price,Have,Limit,Discount,Traded
AWP | Redline (Well-Worn),3527,1,2,95,0
AWP | Safari Mesh (Battle-Scarred),21,24,50,99,0
AWP | Safari Mesh (Factory New),192,0,11,95,0
AWP | Safari Mesh (Field-Tested),9,50,50,100,0
AWP | Safari Mesh (Minimal Wear),24,40,50,98,0
AWP | Safari Mesh (Well-Worn),14,25,50,98,0
AWP | Silk Tiger (Battle-Scarred),10570,0,3,103,0
AWP | Silk Tiger (Factory New),44111,0,14,98,0
AWP | Silk Tiger (Field-Tested),18669,0,19,94,0
AWP | Silk Tiger (Minimal Wear),29461,0,16,100,0
AWP | Silk Tiger (Well-Worn),11964,0,4,104,0
AWP | Snake Camo (Field-Tested),4770,0,3,98,0
AWP | Snake Camo (Minimal Wear),5591,0,6,105,0
AWP | Snake Camo (Well-Worn),4889,0,2,100,0
AWP | Sun in Leo (Battle-Scarred),473,0,4,96,0
AWP | Sun in Leo (Factory New),1375,8,69,109,3
AWP | Sun in Leo (Field-Tested),529,8,46,112,0
AWP | Sun in Leo (Minimal Wear),881,11,56,112,1
AWP | Sun in Leo (Well-Worn),482,0,7,103,0
AWP | Wildfire (Battle-Scarred),3428,2,34,111,0
AWP | Wildfire (Factory New),12662,3,55,114,1
AWP | Wildfire (Field-Tested),6133,18,332,111,0
AWP | Wildfire (Minimal Wear),8811,9,163,111,0
AWP | Wildfire (Well-Worn),5530,2,34,110,0
AWP | Worm God (Factory New),268,16,146,113,0
AWP | Worm God (Field-Tested),156,36,300,109,0
AWP | Worm God (Minimal Wear),177,33,298,110,0
AWP | Worm God (Well-Worn),200,6,31,105,0
B Squadron Officer | SAS,121,20,180,107,0
Baggage Pin,538,3,9,109,0
Berlin 2019 Dust II Souvenir Package,659,0,2,97,0
Berlin 2019 Inferno Souvenir Package,1049,0,10,96,0
Berlin 2019 Legends (Holo-Foil),320,15,80,113,1
Berlin 2019 Legends Autograph Capsule,114,135,300,106,0
Berlin 2019 Minor Challengers (Holo-Foil),211,40,203,104,0
Berlin 2019 Minor Challengers Autograph Capsule,94,51,150,101,0
Berlin 2019 Mirage Souvenir Package,693,0,2,98,0
Berlin 2019 Nuke Souvenir Package,995,0,6,98,0
Berlin 2019 Overpass Souvenir Package,1049,0,33,102,0
Berlin 2019 Returning Challengers (Holo-Foil),318,4,74,112,2
Berlin 2019 Returning Challengers Autograph Capsule,114,178,296,103,0
Berlin 2019 Train Souvenir Package,572,0,2,85,0
Berlin 2019 Vertigo Souvenir Package,725,5,9,98,0
Berlin 2019 Viewer Pass,1054,0,20,106,0
Berlin 2019 Viewer Pass + 3 Souvenir Tokens,3700,2,4,95,0
Bestiary Capsule,107,0,49,103,0
Bio-Haz Specialist | SWAT,149,26,241,106,0
Black Mesa Pin,673,0,9,103,0
Blackwolf | Sabre,149,77,245,106,0
Bloodhound Pin,1028,2,13,97,0
Boston 2018 Attending Legends (Holo-Foil),1490,1,3,99,0
Boston 2018 Attending Legends Autograph Capsule,507,0,4,98,0
Boston 2018 Cobblestone Souvenir Package,41823,0,7,111,0
Boston 2018 Inferno Souvenir Package,658,0,2,98,0
Boston 2018 Legends Autograph Capsule,5943,0,2,100,0
Boston 2018 Minor Challengers (Holo-Foil),7197,0,2,100,0
Boston 2018 Minor Challengers with Flash Gaming (Holo-Foil),1295,0,4,96,0
Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,714,0,13,103,0
Boston 2018 Mirage Souvenir Package,678,0,2,98,0
Boston 2018 Overpass Souvenir Package,2047,0,4,99,0
Boston 2018 Returning Challengers (Holo-Foil),1930,0,4,98,0
Boston 2018 Returning Challengers Autograph Capsule,726,0,23,103,0
Bravo Pin,681,3,12,103,0
Brigadier General Pin,1911,1,15,106,0
Buckshot | NSWC SEAL,85,30,150,108,0
Cache Pin,1459,1,9,100,0
Canals Pin,499,8,33,108,0
Chem-Haz Specialist | SWAT,273,34,170,109,0
Chicken Capsule,102,0,14,95,0
Chroma 2 Case,18,50,50,80,0
Chroma 2 Case Key,613,11,22,102,0
Chroma 3 Case,8,50,50,104,0
Chroma 3 Case Key,683,2,13,105,0
Chroma Case,83,55,150,104,0
Chroma Case Key,644,1,21,105,0
Chroma Pin,1841,0,2,96,0
City 17 Pin,582,4,8,102,0
Civil Protection Pin,2408,0,2,100,0
Clutch Case,18,50,50,77,0
Clutch Case Key,869,26,73,110,0
CMB Pin,624,0,8,102,0
Cmdr. Mae 'Dead Cold' Jamison | SWAT,623,33,133,109,0
Cobblestone Pin,943,1,5,99,0
Collectible Pins Capsule Series 1,1128,1,25,104,0
Collectible Pins Capsule Series 2,1060,0,11,98,0
Collectible Pins Capsule Series 3,1153,10,58,106,10
Cologne 2016 Challengers (Holo-Foil),1308,18,10,100,0
Cologne 2016 Cobblestone Souvenir Package,40847,0,2,106,0
Cologne 2016 Legends (Holo-Foil),1619,2,14,96,0
Combine Helmet Pin,724,1,7,103,0
Community Capsule 2018,107,48,47,103,0
Community Graffiti Box 1,111,0,75,103,0
Community Sticker Capsule 1,336,23,94,113,0
Community Sticker Capsule 1 Key,278,1,2,96,0
Copper Lambda Pin,902,0,4,98,0
CS20 Case,13,50,50,104,0
CS20 Case Key,673,5,8,103,0
CS20 Sticker Capsule,104,77,130,101,0
CS:GO Capsule Key,342,0,3,98,0
CS:GO Case Key,490,3,23,107,1
CS:GO Graffiti Box,112,0,58,103,0
CS:GO Patch Pack,181,0,26,96,0
CS:GO Weapon Case,3593,12,283,109,0
CS:GO Weapon Case 2,471,12,163,104,5
CS:GO Weapon Case 3,305,22,250,104,0
CZ75-Auto | Army Sheen (Factory New),124,1,6,88,0
CZ75-Auto | Army Sheen (Field-Tested),32,1,4,64,0
CZ75-Auto | Army Sheen (Minimal Wear),51,0,9,70,0
CZ75-Auto | Chalice (Factory New),16142,0,5,103,0
CZ75-Auto | Crimson Web (Battle-Scarred),41,1,3,88,0
CZ75-Auto | Crimson Web (Factory New),1231,0,3,98,0
CZ75-Auto | Crimson Web (Field-Tested),65,5,20,104,0
CZ75-Auto | Crimson Web (Minimal Wear),108,2,16,96,0
CZ75-Auto | Crimson Web (Well-Worn),56,0,4,95,0
CZ75-Auto | Distressed (Battle-Scarred),8,5,48,100,0
CZ75-Auto | Distressed (Factory New),28,6,8,89,0
CZ75-Auto | Distressed (Field-Tested),8,8,50,100,0
CZ75-Auto | Distressed (Minimal Wear),13,6,50,101,0
CZ75-Auto | Distressed (Well-Worn),7,9,50,99,0
CZ75-Auto | Eco (Battle-Scarred),35,0,13,90,0
CZ75-Auto | Eco (Factory New),267,0,8,103,0
CZ75-Auto | Eco (Field-Tested),48,13,41,98,0
CZ75-Auto | Eco (Minimal Wear),95,2,33,104,0
CZ75-Auto | Eco (Well-Worn),41,8,22,99,0
CZ75-Auto | Emerald (Factory New),718,2,9,106,0
CZ75-Auto | Emerald (Minimal Wear),735,1,2,94,0
CZ75-Auto | Emerald Quartz (Battle-Scarred),2320,0,2,100,0
CZ75-Auto | Emerald Quartz (Factory New),2539,0,3,100,0
CZ75-Auto | Emerald Quartz (Field-Tested),2414,0,3,100,0
CZ75-Auto | Emerald Quartz (Minimal Wear),2413,0,2,98,0
CZ75-Auto | Green Plaid (Factory New),139,0,2,95,0
CZ75-Auto | Green Plaid (Field-Tested),85,2,2,74,0
CZ75-Auto | Green Plaid (Minimal Wear),112,0,2,89,0
CZ75-Auto | Hexane (Factory New),263,0,4,98,0
CZ75-Auto | Hexane (Field-Tested),62,0,5,92,0
CZ75-Auto | Hexane (Minimal Wear),101,2,5,92,0
CZ75-Auto | Imprint (Battle-Scarred),8,2,26,102,0
CZ75-Auto | Imprint (Factory New),28,1,7,92,0
CZ75-Auto | Imprint (Field-Tested),8,14,50,98,0
CZ75-Auto | Imprint (Minimal Wear),12,8,50,102,0
CZ75-Auto | Imprint (Well-Worn),8,17,50,98,0
CZ75-Auto | Indigo (Battle-Scarred),17,3,3,70,0
CZ75-Auto | Indigo (Factory New),119,0,2,93,0
CZ75-Auto | Indigo (Field-Tested),25,7,15,85,0
CZ75-Auto | Indigo (Minimal Wear),43,1,8,86,0
CZ75-Auto | Indigo (Well-Worn),18,1,2,75,0
CZ75-Auto | Jungle Dashed (Battle-Scarred),5,29,50,98,0
CZ75-Auto | Jungle Dashed (Factory New),25,2,6,84,0
CZ75-Auto | Jungle Dashed (Field-Tested),5,20,25,97,0
CZ75-Auto | Jungle Dashed (Minimal Wear),5,24,50,100,0
CZ75-Auto | Jungle Dashed (Well-Worn),5,21,50,91,0
CZ75-Auto | Nitro (Field-Tested),352,0,2,98,0
CZ75-Auto | Nitro (Minimal Wear),435,0,2,98,0
CZ75-Auto | Poison Dart (Factory New),250,1,2,96,0
CZ75-Auto | Poison Dart (Field-Tested),54,1,3,88,0
CZ75-Auto | Poison Dart (Minimal Wear),110,1,2,91,0
CZ75-Auto | Pole Position (Battle-Scarred),35,1,7,87,0
CZ75-Auto | Pole Position (Factory New),125,5,21,104,0
CZ75-Auto | Pole Position (Field-Tested),36,10,42,98,0
CZ75-Auto | Pole Position (Minimal Wear),67,2,43,103,0
CZ75-Auto | Pole Position (Well-Worn),58,2,8,95,0
CZ75-Auto | Polymer (Battle-Scarred),11,2,6,90,0
CZ75-Auto | Polymer (Factory New),27,5,24,98,0
CZ75-Auto | Polymer (Field-Tested),12,18,50,99,0
CZ75-Auto | Polymer (Minimal Wear),20,6,43,94,0
CZ75-Auto | Polymer (Well-Worn),14,1,12,92,0
CZ75-Auto | Red Astor (Battle-Scarred),33,4,8,90,0
CZ75-Auto | Red Astor (Factory New),182,2,9,94,0
CZ75-Auto | Red Astor (Field-Tested),38,11,44,98,0
CZ75-Auto | Red Astor (Minimal Wear),76,5,29,104,0
CZ75-Auto | Red Astor (Well-Worn),35,3,16,91,0
CZ75-Auto | Silver (Factory New),79,12,150,91,0
CZ75-Auto | Silver (Minimal Wear),75,0,7,94,0
CZ75-Auto | Tacticat (Battle-Scarred),33,3,13,89,0
CZ75-Auto | Tacticat (Factory New),144,7,41,104,0
CZ75-Auto | Tacticat (Field-Tested),36,26,50,100,0
CZ75-Auto | Tacticat (Minimal Wear),70,12,73,105,0
CZ75-Auto | Tacticat (Well-Worn),48,0,20,89,0
CZ75-Auto | The Fuschia Is Now (Factory New),3749,1,6,104,0
CZ75-Auto | The Fuschia Is Now (Field-Tested),2177,0,7,102,0
CZ75-Auto | The Fuschia Is Now (Minimal Wear),2418,0,5,101,0
CZ75-Auto | Tigris (Battle-Scarred),44,3,9,89,0
CZ75-Auto | Tigris (Factory New),169,0,13,95,0
CZ75-Auto | Tigris (Field-Tested),57,5,64,103,0
CZ75-Auto | Tigris (Minimal Wear),85,6,39,104,0
CZ75-Auto | Tigris (Well-Worn),46,2,31,92,0
CZ75-Auto | Tread Plate (Factory New),705,0,7,103,0
CZ75-Auto | Tread Plate (Field-Tested),389,0,2,98,0
CZ75-Auto | Tread Plate (Minimal Wear),465,0,3,98,0
CZ75-Auto | Tuxedo (Battle-Scarred),74,1,20,104,0
CZ75-Auto | Tuxedo (Factory New),168,1,37,103,0
CZ75-Auto | Tuxedo (Field-Tested),88,5,78,105,0
CZ75-Auto | Tuxedo (Minimal Wear),124,3,68,101,0
CZ75-Auto | Tuxedo (Well-Worn),72,1,4,94,0
CZ75-Auto | Twist (Battle-Scarred),25,1,2,82,0
CZ75-Auto | Twist (Factory New),127,2,5,95,0
CZ75-Auto | Twist (Field-Tested),26,0,4,90,0
CZ75-Auto | Twist (Minimal Wear),32,2,4,89,0
CZ75-Auto | Twist (Well-Worn),20,0,4,83,0
CZ75-Auto | Vendetta (Battle-Scarred),13,5,45,109,0
CZ75-Auto | Vendetta (Factory New),52,5,15,103,0
CZ75-Auto | Vendetta (Field-Tested),13,7,50,102,0
CZ75-Auto | Vendetta (Minimal Wear),23,3,50,101,0
CZ75-Auto | Vendetta (Well-Worn),14,8,50,105,0
CZ75-Auto | Victoria (Battle-Scarred),517,0,3,98,0
CZ75-Auto | Victoria (Factory New),923,1,2,96,0
CZ75-Auto | Victoria (Field-Tested),545,0,8,103,0
CZ75-Auto | Victoria (Minimal Wear),608,1,4,98,0
CZ75-Auto | Xiangliu (Battle-Scarred),487,2,5,102,0
CZ75-Auto | Xiangliu (Factory New),981,2,17,103,0
CZ75-Auto | Xiangliu (Field-Tested),598,5,32,111,0
CZ75-Auto | Xiangliu (Minimal Wear),724,3,29,112,0
CZ75-Auto | Xiangliu (Well-Worn),514,0,4,98,0
CZ75-Auto | Yellow Jacket (Battle-Scarred),326,0,8,103,0
CZ75-Auto | Yellow Jacket (Factory New),1038,0,4,96,0
CZ75-Auto | Yellow Jacket (Field-Tested),397,1,15,103,0
CZ75-Auto | Yellow Jacket (Minimal Wear),579,1,6,104,0
CZ75-Auto | Yellow Jacket (Well-Worn),325,2,9,103,0
Danger Zone Case,5,50,50,100,0
Danger Zone Case Key,756,1,19,106,0
Death Sentence Pin,587,5,28,111,0
Desert Eagle | Blaze (Factory New),43839,3,25,114,0
Desert Eagle | Blaze (Minimal Wear),38602,0,2,105,0
Desert Eagle | Blue Ply (Battle-Scarred),23,23,50,98,0
Desert Eagle | Blue Ply (Factory New),168,1,50,104,0
Desert Eagle | Blue Ply (Field-Tested),28,30,50,101,0
Desert Eagle | Blue Ply (Minimal Wear),49,20,50,101,0
Desert Eagle | Blue Ply (Well-Worn),24,34,50,96,0
Desert Eagle | Bronze Deco (Battle-Scarred),77,1,6,89,0
Desert Eagle | Bronze Deco (Factory New),86,23,150,106,0
Desert Eagle | Bronze Deco (Field-Tested),22,30,50,97,0
Desert Eagle | Bronze Deco (Minimal Wear),51,10,150,100,0
Desert Eagle | Bronze Deco (Well-Worn),30,5,21,89,0
Desert Eagle | Cobalt Disruption (Factory New),5042,0,26,112,0
Desert Eagle | Cobalt Disruption (Field-Tested),2853,2,4,99,0
Desert Eagle | Cobalt Disruption (Minimal Wear),3884,1,17,110,0
Desert Eagle | Code Red (Battle-Scarred),2359,9,48,111,0
Desert Eagle | Code Red (Factory New),8738,1,17,114,0
Desert Eagle | Code Red (Field-Tested),3645,4,62,111,0
Desert Eagle | Code Red (Minimal Wear),5157,3,29,111,0
Desert Eagle | Code Red (Well-Worn),2878,13,50,111,0
Desert Eagle | Conspiracy (Factory New),838,19,77,109,2
Desert Eagle | Conspiracy (Field-Tested),553,4,36,111,0
Desert Eagle | Conspiracy (Minimal Wear),643,30,119,111,0
Desert Eagle | Corinthian (Factory New),146,8,148,106,0
Desert Eagle | Corinthian (Field-Tested),96,18,150,107,0
Desert Eagle | Corinthian (Minimal Wear),112,6,184,106,0
Desert Eagle | Corinthian (Well-Worn),117,1,25,99,0
Desert Eagle | Crimson Web (Battle-Scarred),590,1,7,102,0
Desert Eagle | Crimson Web (Factory New),10066,0,6,105,0
Desert Eagle | Crimson Web (Field-Tested),713,16,63,111,0
Desert Eagle | Crimson Web (Minimal Wear),2533,6,37,111,0
Desert Eagle | Crimson Web (Well-Worn),684,3,8,103,0
Desert Eagle | Directive (Battle-Scarred),54,8,147,104,0
Desert Eagle | Directive (Factory New),783,0,3,97,0
Desert Eagle | Directive (Field-Tested),61,33,150,107,0
Desert Eagle | Directive (Minimal Wear),168,7,58,103,0
Desert Eagle | Directive (Well-Worn),66,11,127,103,0
Desert Eagle | Emerald Jörmungandr (Factory New),11589,19,35,110,4
Desert Eagle | Emerald Jörmungandr (Field-Tested),9280,0,10,103,0
Desert Eagle | Emerald Jörmungandr (Minimal Wear),10463,2,15,113,1
Desert Eagle | Emerald Jörmungandr (Well-Worn),8596,0,2,93,0
Desert Eagle | Golden Koi (Factory New),3857,7,16,111,1
Desert Eagle | Golden Koi (Minimal Wear),3448,0,3,100,0
Desert Eagle | Hand Cannon (Factory New),17230,0,2,100,0
Desert Eagle | Hand Cannon (Field-Tested),16074,0,2,100,0
Desert Eagle | Hand Cannon (Minimal Wear),16852,0,2,96,0
Desert Eagle | Heirloom (Battle-Scarred),390,0,8,103,0
Desert Eagle | Heirloom (Factory New),1003,0,5,97,0
Desert Eagle | Heirloom (Field-Tested),405,0,20,103,0
Desert Eagle | Heirloom (Minimal Wear),535,0,7,103,0
Desert Eagle | Heirloom (Well-Worn),428,0,2,98,0
Desert Eagle | Hypnotic (Factory New),7030,0,48,111,0
Desert Eagle | Hypnotic (Minimal Wear),6523,1,2,102,0
Desert Eagle | Kumicho Dragon (Battle-Scarred),1216,3,23,105,0
Desert Eagle | Kumicho Dragon (Factory New),3209,5,29,115,0
Desert Eagle | Kumicho Dragon (Field-Tested),1392,39,189,109,7
Desert Eagle | Kumicho Dragon (Minimal Wear),2003,11,73,112,1
Desert Eagle | Kumicho Dragon (Well-Worn),1560,0,10,98,0
Desert Eagle | Light Rail (Battle-Scarred),131,16,156,107,0
Desert Eagle | Light Rail (Factory New),495,5,33,108,0
Desert Eagle | Light Rail (Field-Tested),131,102,300,104,0
Desert Eagle | Light Rail (Minimal Wear),236,29,186,111,0
Desert Eagle | Light Rail (Well-Worn),147,13,145,106,0
Desert Eagle | Mecha Industries (Battle-Scarred),565,4,45,114,0
Desert Eagle | Mecha Industries (Factory New),1158,11,131,112,0
Desert Eagle | Mecha Industries (Field-Tested),626,66,254,113,0
Desert Eagle | Mecha Industries (Minimal Wear),817,29,114,113,0
Desert Eagle | Mecha Industries (Well-Worn),666,7,24,102,0
Desert Eagle | Meteorite (Factory New),173,43,226,106,3
Desert Eagle | Meteorite (Field-Tested),115,4,28,105,0
Desert Eagle | Meteorite (Minimal Wear),126,18,121,100,0
Desert Eagle | Midnight Storm (Battle-Scarred),537,0,5,100,0
Desert Eagle | Midnight Storm (Factory New),1486,4,38,107,0
Desert Eagle | Midnight Storm (Field-Tested),666,4,31,115,0
Desert Eagle | Midnight Storm (Minimal Wear),849,8,33,111,0
Desert Eagle | Midnight Storm (Well-Worn),521,1,5,92,0
Desert Eagle | Mudder (Battle-Scarred),8,24,50,100,0
Desert Eagle | Mudder (Factory New),95,2,8,100,0
Desert Eagle | Mudder (Field-Tested),8,35,50,100,0
Desert Eagle | Mudder (Minimal Wear),11,26,50,97,0
Desert Eagle | Mudder (Well-Worn),8,12,45,104,0
Desert Eagle | Naga (Battle-Scarred),128,0,22,95,0
Desert Eagle | Naga (Factory New),660,2,6,101,0
Desert Eagle | Naga (Field-Tested),146,19,89,104,0
Desert Eagle | Naga (Minimal Wear),265,6,39,109,0
Desert Eagle | Naga (Well-Worn),141,7,44,104,0
Desert Eagle | Night (Battle-Scarred),208,0,9,103,0
Desert Eagle | Night (Factory New),3002,0,2,100,0
Desert Eagle | Night (Field-Tested),205,9,32,106,0
Desert Eagle | Night (Minimal Wear),492,9,30,108,0
Desert Eagle | Night (Well-Worn),224,2,10,108,0
Desert Eagle | Night Heist (Battle-Scarred),471,0,4,97,0
Desert Eagle | Night Heist (Factory New),1175,6,72,106,0
Desert Eagle | Night Heist (Field-Tested),586,5,43,107,0
Desert Eagle | Night Heist (Minimal Wear),766,5,41,106,0
Desert Eagle | Night Heist (Well-Worn),523,0,2,87,0
Desert Eagle | Oxide Blaze (Battle-Scarred),24,2,11,88,0
Desert Eagle | Oxide Blaze (Factory New),64,34,150,106,0
Desert Eagle | Oxide Blaze (Field-Tested),25,47,50,98,0
Desert Eagle | Oxide Blaze (Minimal Wear),45,37,50,101,0
Desert Eagle | Oxide Blaze (Well-Worn),35,5,28,97,0
Desert Eagle | Pilot (Factory New),11755,0,2,96,0
Desert Eagle | Pilot (Field-Tested),5112,0,2,100,0
Desert Eagle | Pilot (Minimal Wear),7324,0,5,105,0
Desert Eagle | Pilot (Well-Worn),3951,0,2,96,0
Desert Eagle | Printstream (Battle-Scarred),8911,9,104,113,0
Desert Eagle | Printstream (Factory New),23872,0,64,111,0
Desert Eagle | Printstream (Field-Tested),12308,9,343,111,0
Desert Eagle | Printstream (Minimal Wear),16540,2,173,112,0
Desert Eagle | Printstream (Well-Worn),10944,0,21,111,0
Desert Eagle | Sunset Storm 壱 (Factory New),12775,0,11,106,0
Desert Eagle | Sunset Storm 壱 (Minimal Wear),10594,0,4,103,0
Desert Eagle | Sunset Storm 弐 (Factory New),12763,0,9,107,0
Desert Eagle | Sunset Storm 弐 (Minimal Wear),9718,0,2,99,0
Desert Eagle | The Bronze (Factory New),37,46,50,90,0
Desert Eagle | The Bronze (Field-Tested),24,15,50,89,0
Desert Eagle | The Bronze (Minimal Wear),28,34,50,91,0
Desert Eagle | Urban DDPAT (Battle-Scarred),70,1,6,96,0
Desert Eagle | Urban DDPAT (Factory New),1110,0,2,98,0
Desert Eagle | Urban DDPAT (Field-Tested),64,18,25,103,0
Desert Eagle | Urban DDPAT (Minimal Wear),186,0,15,93,0
Desert Eagle | Urban DDPAT (Well-Worn),83,1,5,98,0
Desert Eagle | Urban Rubble (Battle-Scarred),56,0,12,95,0
Desert Eagle | Urban Rubble (Factory New),97,8,79,103,0
Desert Eagle | Urban Rubble (Field-Tested),62,12,101,101,0
Desert Eagle | Urban Rubble (Minimal Wear),77,7,72,102,0
Desert Eagle | Urban Rubble (Well-Worn),56,0,15,95,0
Dragomir | Sabre,59,27,150,104,0
Dragomir | Sabre Footsoldier,57,29,150,103,0
DreamHack 2014 Legends (Holo-Foil),8526,0,6,108,0
DreamHack Cluj-Napoca 2015 Challengers (Foil),2565,1,2,100,0
DreamHack Cluj-Napoca 2015 Cobblestone Souvenir Package,38681,0,4,108,0
DreamHack Cluj-Napoca 2015 Legends (Foil),1036,0,2,98,0
Dual Berettas | Anodized Navy (Factory New),44,1,2,89,0
Dual Berettas | Balance (Battle-Scarred),23,2,6,79,0
Dual Berettas | Balance (Factory New),119,1,5,98,0
Dual Berettas | Balance (Field-Tested),26,3,13,88,0
Dual Berettas | Balance (Minimal Wear),37,4,9,87,0
Dual Berettas | Balance (Well-Worn),23,6,12,81,0
Dual Berettas | Black Limba (Battle-Scarred),152,0,2,95,0
Dual Berettas | Black Limba (Field-Tested),164,0,5,94,0
Dual Berettas | Black Limba (Minimal Wear),185,0,2,95,0
Dual Berettas | Black Limba (Well-Worn),151,0,2,95,0
Dual Berettas | Briar (Factory New),137,0,9,93,0
Dual Berettas | Briar (Field-Tested),67,0,2,95,0
Dual Berettas | Briar (Minimal Wear),77,0,8,92,0
Dual Berettas | Cartel (Battle-Scarred),10,1,7,92,0
Dual Berettas | Cartel (Factory New),80,1,3,92,0
Dual Berettas | Cartel (Field-Tested),12,5,15,89,0
Dual Berettas | Cartel (Minimal Wear),20,1,9,92,0
Dual Berettas | Cartel (Well-Worn),11,3,11,89,0
Dual Berettas | Cobalt Quartz (Factory New),29,9,44,99,0
Dual Berettas | Cobalt Quartz (Field-Tested),20,21,50,99,0
Dual Berettas | Cobalt Quartz (Minimal Wear),22,14,50,98,0
Dual Berettas | Cobalt Quartz (Well-Worn),39,0,3,90,0
Dual Berettas | Cobra Strike (Factory New),2663,0,2,100,0
Dual Berettas | Cobra Strike (Field-Tested),1518,0,6,98,0
Dual Berettas | Cobra Strike (Minimal Wear),1925,0,5,98,0
Dual Berettas | Cobra Strike (Well-Worn),1354,0,2,90,0
Dual Berettas | Colony (Factory New),12,2,4,90,0
Dual Berettas | Contractor (Factory New),11,3,8,92,0
Dual Berettas | Demolition (Battle-Scarred),237,1,2,98,0
Dual Berettas | Demolition (Field-Tested),339,1,2,98,0
Dual Berettas | Demolition (Well-Worn),246,0,2,98,0
Dual Berettas | Dezastre (Battle-Scarred),59,0,39,102,0
Dual Berettas | Dezastre (Factory New),278,0,19,103,0
Dual Berettas | Dezastre (Field-Tested),79,7,108,103,0
Dual Berettas | Dezastre (Minimal Wear),158,3,73,103,0
Dual Berettas | Dezastre (Well-Worn),65,1,55,102,0
Dual Berettas | Dualing Dragons (Battle-Scarred),18,4,15,89,0
Dual Berettas | Dualing Dragons (Factory New),178,1,8,94,0
Dual Berettas | Dualing Dragons (Field-Tested),23,14,31,99,0
Dual Berettas | Dualing Dragons (Minimal Wear),38,9,18,90,0
Dual Berettas | Dualing Dragons (Well-Worn),20,12,24,98,0
Dual Berettas | Duelist (Factory New),3110,0,2,98,0
Dual Berettas | Duelist (Minimal Wear),1919,0,2,93,0
Dual Berettas | Elite 1.6 (Battle-Scarred),7,2,12,92,0
Dual Berettas | Elite 1.6 (Factory New),20,0,11,90,0
Dual Berettas | Elite 1.6 (Field-Tested),8,10,50,98,0
Dual Berettas | Elite 1.6 (Minimal Wear),11,6,30,95,0
Dual Berettas | Elite 1.6 (Well-Worn),8,2,6,88,0
Dual Berettas | Emerald (Factory New),714,3,5,100,0
Dual Berettas | Heist (Battle-Scarred),6,7,20,83,0
Dual Berettas | Heist (Factory New),16,7,21,85,0
Dual Berettas | Heist (Field-Tested),7,19,50,98,0
Dual Berettas | Heist (Minimal Wear),11,3,44,79,0
Dual Berettas | Heist (Well-Worn),7,4,6,83,0
Dual Berettas | Hemoglobin (Factory New),755,2,10,102,0
Dual Berettas | Hemoglobin (Field-Tested),522,0,2,93,0
Dual Berettas | Hemoglobin (Minimal Wear),558,1,5,89,0
Dual Berettas | Marina (Battle-Scarred),245,0,2,98,0
Dual Berettas | Marina (Factory New),805,0,2,98,0
Dual Berettas | Marina (Field-Tested),286,0,6,103,0
Dual Berettas | Marina (Minimal Wear),359,0,6,103,0
Dual Berettas | Marina (Well-Worn),264,0,2,98,0
Dual Berettas | Moon in Libra (Factory New),133,1,7,97,0
Dual Berettas | Moon in Libra (Field-Tested),97,0,8,89,0
Dual Berettas | Moon in Libra (Minimal Wear),111,0,6,94,0
Dual Berettas | Moon in Libra (Well-Worn),97,0,2,95,0
Dual Berettas | Panther (Battle-Scarred),48,1,2,87,0
Dual Berettas | Panther (Factory New),113,1,11,96,0
Dual Berettas | Panther (Field-Tested),57,0,11,94,0
Dual Berettas | Panther (Minimal Wear),75,2,11,97,0
Dual Berettas | Panther (Well-Worn),57,1,2,94,0
Dual Berettas | Pyre (Battle-Scarred),396,1,2,98,0
Dual Berettas | Pyre (Factory New),436,0,2,96,0
Dual Berettas | Pyre (Field-Tested),408,4,11,103,0
Dual Berettas | Pyre (Minimal Wear),398,1,6,96,0
Dual Berettas | Pyre (Well-Worn),392,1,2,96,0
Dual Berettas | Retribution (Factory New),145,0,2,95,0
Dual Berettas | Retribution (Minimal Wear),126,0,2,94,0
Dual Berettas | Royal Consorts (Battle-Scarred),34,1,6,91,0
